0,1681460165000,114.114144,22.534331,114.114146,22.534323,996309280,forward,5369780107,5094145742
1,1681460169102,114.113749,22.534282,114.113750,22.534272,996309280,forward,5369780107,5094145742
2,1681460169734,114.113687,22.534275,114.113692,22.534259,996309281,forward,5094145742,5982557749
3,1681460169964,114.113665,22.534270,114.113678,22.534252,996309281,forward,5094145742,5982557749
4,1681460170081,114.113655,22.534267,114.113668,22.534247,996309281,forward,5094145742,5982557749
5,1681460170138,114.113649,22.534265,114.113664,22.534244,996309281,forward,5094145742,5982557749
6,1681460170265,114.113641,22.534257,114.113658,22.534240,996309281,forward,5094145742,5982557749
7,1681460170349,114.113637,22.534250,114.113653,22.534235,996309281,forward,5094145742,5982557749
8,1681460170546,114.113631,22.534233,114.113643,22.534226,996309281,forward,5094145742,5982557749
9,1681460171738,114.113637,22.534126,114.113646,22.534127,996309281,forward,5094145742,5982557749
10,1681460172242,114.113640,22.534081,114.113653,22.534082,996309281,forward,5094145742,5982557749
11,1681460172348,114.113643,22.534072,114.113654,22.534073,996309281,forward,5094145742,5982557749
12,1681460172560,114.113650,22.534054,114.113657,22.534056,996309281,forward,5094145742,5982557749
13,1681460172753,114.113657,22.534038,114.113663,22.534040,996309281,forward,5094145742,5982557749
14,1681460172890,114.113664,22.534027,114.113668,22.534030,996309281,forward,5094145742,5982557749
15,1681460173092,114.113677,22.534013,114.113679,22.534014,996309281,forward,5094145742,5982557749
16,1681460173427,114.113707,22.534003,114.113705,22.533998,996309281,forward,5094145742,5982557749
17,1681460174160,114.113779,22.533997,114.113779,22.533993,962639879,forward,5982557749,9084081429
18,1681460180863,114.114426,22.534075,114.114395,22.534107,962639879,forward,9084081429,5094145736
19,1681460181126,114.114436,22.534097,114.114405,22.534115,962639879,forward,9084081429,5094145736
20,1681460181668,114.114447,22.534145,114.114410,22.534149,962639879,forward,5094145736,3835852606
21,1681460182320,114.114449,22.534203,114.114413,22.534203,962639879,forward,5094145736,3835852606
22,1681460184994,114.114438,22.534444,114.114407,22.534443,962639879,forward,5094145736,3835852606
23,1681460186850,114.114431,22.534610,114.114403,22.534610,962639879,forward,5094145736,3835852606
24,1681460187426,114.114429,22.534662,114.114402,22.534662,962639879,forward,5094145736,3835852606
25,1681460187846,114.114432,22.534700,114.114401,22.534699,962639879,forward,5094145736,3835852606
26,1681460188079,114.114439,22.534720,114.114401,22.534719,962639879,forward,5094145736,3835852606
27,1681460199171,114.114249,22.535702,114.114272,22.535703,360354610,forward,3835852606,1849090502
28,1681460201010,114.114288,22.535863,114.114255,22.535854,962639877,forward,1849090502,2760370696
29,1681460201666,114.114278,22.535922,114.114236,22.535911,962639877,forward,2760370696,2377780096
30,1681460206064,114.114142,22.536297,114.114121,22.536291,962639877,forward,2760370696,2377780096
31,1681460208449,114.114083,22.536504,114.114062,22.536500,962639877,forward,2760370696,2377780096
32,1681460211832,114.114027,22.536804,114.114001,22.536801,962639877,forward,2760370696,2377780096
33,1681460218705,114.113917,22.537414,114.113901,22.537412,962639877,forward,2377780096,5110321832
34,1681460222618,114.113854,22.537761,114.113847,22.537760,962639877,forward,2377780096,5110321832
35,1681460224289,114.113830,22.537910,114.113828,22.537909,962639877,forward,2377780096,5110321832
36,1681460225454,114.113816,22.538014,114.113819,22.538014,962639877,forward,2377780096,5110321832
37,1681460226851,114.113803,22.538139,114.113811,22.538139,962639877,forward,5110321832,8202181875
38,1681460232477,114.113786,22.538644,114.113788,22.538645,962639877,forward,5110321832,8202181875
39,1681460235863,114.113773,22.538949,114.113774,22.538949,962639877,forward,8202181875,8202181889
40,1681460238866,114.113767,22.539219,114.113760,22.539219,962639877,forward,8202181875,8202181889
41,1681460240905,114.113761,22.539402,114.113751,22.539402,962639877,forward,8202181889,8202181844
42,1681460243735,114.113743,22.539656,114.113738,22.539656,962639877,forward,8202181889,8202181844
43,1681460246463,114.113722,22.539901,114.113726,22.539901,962639877,forward,8202181889,8202181844
44,1681460252501,114.113676,22.540442,114.113698,22.540443,962639877,forward,8202181889,8202181844
45,1681460255479,114.113662,22.540710,114.113685,22.540711,1050674545,forward,8202181844,8202181901
46,1681460260191,114.113640,22.541133,114.113663,22.541134,1050674545,forward,8202181844,8202181901
47,1681460262723,114.113629,22.541361,114.113652,22.541362,1050674545,forward,8202181844,8202181901
48,1681460266984,114.113602,22.541743,114.113632,22.541744,1050674545,forward,8202181844,8202181901
49,1681460273782,114.113578,22.542354,114.113612,22.542354,1050674545,forward,8202181844,8202181901
50,1681460274643,114.113575,22.542432,114.113615,22.542430,996625981,forward,8202181901,8257482414
51,1681460280998,114.113584,22.543003,114.113637,22.543001,996625968,forward,9084081436,9202498556
52,1681460285773,114.113594,22.543432,114.113655,22.543430,996531088,forward,9202498556,9084081441
53,1681460286712,114.113596,22.543517,114.113658,22.543515,996531088,forward,9202498556,9084081441
54,1681460289793,114.113602,22.543794,114.113670,22.543792,996531088,forward,9084081441,8202181831
55,1681460295504,114.113627,22.544307,114.113691,22.544305,996531088,forward,8202181823,8202181830
56,1681460304582,114.113676,22.545122,114.113725,22.545121,996531088,forward,8202181830,6935521575
57,1681460313089,114.113737,22.545885,114.113752,22.545863,996531088,forward,8202181830,6935521575
58,1681460324156,114.114797,22.546065,114.114803,22.546029,996309282,forward,6935521575,2456776556
59,1681460327003,114.115069,22.546111,114.115076,22.546072,996309282,forward,6935521575,2456776556
60,1681460328452,114.115208,22.546134,114.115216,22.546094,996309282,forward,2456776556,8234513345
61,1681460333921,114.115733,22.546220,114.115741,22.546176,996309282,forward,2456776556,8234513345
62,1681460338671,114.116190,22.546283,114.116196,22.546248,996309282,forward,2456776556,8234513345
63,1681460340205,114.116338,22.546304,114.116344,22.546272,996309282,forward,2456776556,8234513345
64,1681460344751,114.116774,22.546374,114.116780,22.546340,996309282,forward,2456776556,8234513345
65,1681460348092,114.117095,22.546424,114.117101,22.546392,996309282,forward,2881809551,2456776574
66,1681460348537,114.117138,22.546430,114.117144,22.546399,996309282,forward,2881809551,2456776574
67,1681460349014,114.117131,22.546473,114.117181,22.546482,996531091,forward,2456776574,2278166635
68,1681460351024,114.117087,22.546649,114.117142,22.546659,996531091,forward,2278166635,8396612611
69,1681460353159,114.117045,22.546837,114.117100,22.546848,996531091,forward,8396612611,8258828689
70,1681460361115,114.116891,22.547538,114.116939,22.547548,996531091,forward,8396612611,8258828689
71,1681460362882,114.116861,22.547695,114.116903,22.547703,996531091,forward,8396612611,8258828689
72,1681460365074,114.116822,22.547888,114.116859,22.547896,996531091,forward,8396612611,8258828689
73,1681460368581,114.116757,22.548198,114.116787,22.548204,31426793,forward,8258828689,8258828696
